code,name,produkmui,manufacture,cert_code,nilai,label,ingredients,ingredients_lama,ing0,ing1,ing2,ing3,ing4,ing5,ing6,ing7,ing8,ing9,ing10,ing11,ing12,ing13,ing14,ing15,ing16,ing17,ing18,ing19,ing20,ing21,ing22,ing23,ing24,ing25,ing26,ing27,ing28,ing29,ing30,ing31,ing32,cert_bodies,expired,cert_bodyname,homepage,location,status
832,Shoon Fatt Lavish Sandwich Chocolate,Shoon fatt lavish chocolate sandwich / krekers sandwich rasa cokelat (biscuit lavish chocolate sandwich),Shoon fatt biscuit &amp; confectionery factory sdn. bhd.,00100077930716,"0,2941176471",1,"tepung terigu,gula,minyak nabati,lemak reroti,keju bubuk,susu bubuk,pengembang","tepung terigu , gula , minyak nabati , lemak reroti , keju bubuk , susu bubuk ,pengembang",tepung terigu , gula , minyak nabati , lemak reroti , keju bubuk , susu bubuk ,pengembang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
833,Frozz Candy Cherry Mint,Frozz anggur mint,Pt. konimex,00110019820402,"0,2857142857",1,"sorbitol,anti kempal magnesium stearat,perisa ceri,perisa mint,pewarna makanan,karmoisin ci","sorbitol, anti kempal magnesium stearat, perisa ceri, perisa mint, pewarna makanan (karmoisin ci )",sorbitol, anti kempal magnesium stearat, perisa ceri, perisa mint, pewarna makanan karmoisin ci ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
836,Roma Biscuit Sari Gandum Sandwich Susu & Cokelat,Sari gandum sandwich susu &amp; coklat,Pt. mayora indah tbk,00100014301200,"0,2857142857",1,"tepung gandum,minyak nabati,antioksidan bha,gula,tapioka,kakao massa,glukosa,susu rendah lemak,whey bubuk,kakao bubuk,garam,pengembang,ekstrak malt,Pengemulsi Lesitin Kedelai,vanili,premiks vitamin b","tepung gandum, minyak nabati (mengandung antioksidan bha), gula, tapioka, kakao massa, glukosa, susu rendah lemak, whey bubuk, kakao bubuk, garam, pengembang, ekstrak malt, pengemulsi lesitin kedelai, vanilin, premiks vitamin (b, b, b, b).",tepung gandum, minyak nabati mengandung antioksidan bha, gula, tapioka, kakao massa, glukosa, susu rendah lemak, whey bubuk, kakao bubuk, garam, pengembang, ekstrak malt, pengemulsi lesitin kedelai, vanilin, premiks vitamin b, b, b, b,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
840,Tango Wafer Cokelat,Wafer tango,Pt. decha mandiri sejahtera,01341259990321,"0,2857142857",1,"tepung terigu,gula,lemak nabati,Cokelat bubuk,susu bubuk,Pengemulsi Lesitin Kedelai,garam,pengembang natrium,perisa artifisial Vanili","tepung terigu, gula, lemak nabati, coklat bubuk, susu bubuk, pengemulsi lesitin kedelai, garam, pengembang natrium, perisa artifisial vanilla.",tepung terigu, gula, lemak nabati, coklat bubuk, susu bubuk, pengemulsi lesitin kedelai, garam, pengembang natrium, perisa artifisial vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
843,Fitchips Multigrain Chips Seaweed,Fitchips seaweed,Pt. sanghiang perkasa,00100078440816,"0,2857142857",1,"keripik multigrain,Tepung Gandum,tepung beras,Tepung Oat,tepung quinoa,minyak sawit,bumbu rumput laut,antioksidan askorbil palmitat,tokoferol campuran","keripik multigrain, tepung gandum utuh, tepung beras, tepung oat utuh, tepung quinoa, minyak sawit, bumbu rumput laut, antioksidan askorbil palmitat dan tokoferol campuran.",keripik multigrain, tepung gandum utuh, tepung beras, tepung oat utuh, tepung quinoa, minyak sawit, bumbu rumput laut, antioksidan askorbil palmitat dan tokoferol campuran,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
844,Tango Wafer Bubblegum,Wafer tango,Pt. decha mandiri sejahtera,01341259990321,"0,2857142857",1,"tepung terigu,gula,lemak reroti,minyak nabati,whey bubuk,dekstrosa,kalsium karbonat,Pengemulsi Lesitin Kedelai,susu skim bubuk,garam,tepung telur,pengembang,perisa sintetik bubble gum,stroberi bubuk,perisa sintetik vanili,Asam Malat,pewarna sintesis biru berlian","tepung terigu, gula, lemak reroti, minyak nabati, whey bubuk, dekstrosa, kalsium karbonat, pengemulsi lesitin kedelai, susu skim bubuk, garam, tepung telur, pengembang, perisa sintetik bubble gum, stroberi bubuk, perisa sintetik vanila, pengatur keasaman asam malat, pewarna sintesis biru berlian.",tepung terigu, gula, lemak reroti, minyak nabati, whey bubuk, dekstrosa, kalsium karbonat, pengemulsi lesitin kedelai, susu skim bubuk, garam, tepung telur, pengembang, perisa sintetik bubble gum, stroberi bubuk, perisa sintetik vanila, pengatur keasaman asam malat, pewarna sintesis biru berlian,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
860,Naraya Kuaci Rempah,Naraya kuaci,Pt. hoki sukses mandiri,09100011340419,"0,2857142857",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
861,Naraya Kuaci Kakopi,Naraya kuaci,Pt. hoki sukses mandiri,09100011340419,"0,2857142857",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
862,Nano Nano Candy Milky Vanilla,Nano nano milky coklat,Pt. konimex,00110019820402,"0,2857142857",1,"gula,susu bubuk,kalsium karbonat,anti kempal magnesium stearat,maltodekstrin,perisa identik alami vanili","gula, susu bubuk, kalsium karbonat, anti kempal magnesium stearat, maltodekstrin, perisa identik alami vanila",gula, susu bubuk, kalsium karbonat, anti kempal magnesium stearat, maltodekstrin, perisa identik alami vanila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
864,Gery Crackers Malkist Saluut Double Cheese,Gery saluut malkist salut cheese savoury,Pt. garudafood putra putri jaya tbk,00100014221200,"0,2857142857",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
865,Indomie Mi Instan Soto Spesial,Indomie mi instan rasa soto,Pt. indofood cbp sukses makmur tbk divisi noodle,00090000300799,"0,2857142857",1,"tepung terigu,minyak sayur,tepung tapioka,garam,pemantap,nabati,natrium tripolifosfat,pengatur keasaman,mineral,zat besi,Pewarna Tartazin,antioksidan tbhq,garam,gula,mononatrium glutamat,msg,perisa ayam,bubuk bawang putih,bubuk bawang merah,bubuk lada,daun bawang,vitamin a,vitamin b,vitamin b,vitamin b,niasin,asam folat,pantotenat,Cabai Bubuk,minyak sayur,bumbu soto,serbuk koya gurih","tepung terigu, minyak sayur, tepung tapioka, garam, pemantap (nabati dan natrium tripolifosfat), pengatur keasaman, mineral (zat besi), pewarna (tartrazin ci ), antioksidan (tbhq). bumbu: garam, gula, penguat rasa mononatrium glutamat (msg), perisa ayam, bubuk bawang putih, bubuk bawang merah, bubuk lada, daun bawang, vitamin (a,b, b, b, niasin, asam folat, pantotenat) dan bubuk cabe. minyak: minyak sayur dan bumbu soto. serbuk koya gurih.",tepung terigu, minyak sayur, tepung tapioka, garam, pemantap nabati dan natrium tripolifosfat, pengatur keasaman, mineral zat besi, pewarna tartrazin ci , antioksidan tbhq bumbu garam, gula, penguat rasa mononatrium glutamat msg, perisa ayam, bubuk bawang putih, bubuk bawang merah, bubuk lada, daun bawang, vitamin a,b, b, b, niasin, asam folat, pantotenat dan bubuk cabe minyak minyak sayur dan bumbu soto serbuk koya gurih,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
867,Luwak White Koffie Original,Luwak white coffee,Kedai suka-suka,06160015660320,"0,2857142857",1,"air,susu,susu kental manis,skim milk powder,gula,bubuk kokoa,ekstrak kopi ,fc espresso extract ,emulsifier,kalium karbonat,perisa kopi","air, susu, susu kental manis, skim milk powder, gula, bubuk kokoa, ekstrak kopi %, fc espresso extract .%, emulsifier, kalium karbonat, perisa kopi.",air, susu, susu kental manis, skim milk powder, gula, bubuk kokoa, ekstrak kopi , fc espresso extract , emulsifier, kalium karbonat, perisa kopi,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
871,Kokita Tauco Super,Kokita - tauco,Pt. ikafood putramas,00060038010106,"0,2857142857",1,"tauco,gula,pengatur keasaman,penstabil,Natrium Benzoat","tauco, gula, pengatur keasaman, penstabil, pengawet natrium benzoat",tauco, gula, pengatur keasaman, penstabil, pengawet natrium benzoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
877,Kapal Api Krim Kafe,Kapal api - krimer minuman (krim kafe); kapal api krim kafe (sachet),Pt. santos jaya abadi,00120017110901,"0,2857142857",1,"sirup glukosa,minyak nabati,pengemulsi nabati,penstabil fosfat,antikempal,perisa sintetik krim susu","sirup glukosa, minyak nabati, pengemulsi nabati, penstabil fosfat, antikempal, perisa sintetik krim susu",sirup glukosa, minyak nabati, pengemulsi nabati, penstabil fosfat, antikempal, perisa sintetik krim susu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
878,Palmia Margarine Serbaguna,Palmia margarine,Pt. trans retail indonesia,00160095720519,"0,2857142857",1,"minyak nabati,air,garam,pengemulsi nabati,perisa,artifisial,alami,vitamin a,vitamin b,vitamin b,vitamin b,vitamin d,vitamin e,niasin,asam folat,antioksidan askorbil palmitat,tokoferol campuran,sekuestran edta,pengatur keasaman,pewarna makanan,beta-karoten ci ","minyak nabati, air, garam, pengemulsi nabati, perisa (artifisial, alami), vitamin (a, b, b, b, d, e, niasin, asam folat), antioksidan askorbil palmitat, dan tokoferol campuran, sekuestran edta, pengatur keasaman, pewarna makanan beta-karoten ci .",minyak nabati, air, garam, pengemulsi nabati, perisa artifisial, alami, vitamin a, b, b, b, d, e, niasin, asam folat, antioksidan askorbil palmitat, dan tokoferol campuran, sekuestran edta, pengatur keasaman, pewarna makanan betakaroten ci ,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
880,Forvita Margarine Gold,Forvita margarine,Pt. bina karya prima,00080022300902,"0,2857142857",1,"minyak nabati,air,garam,pengemulsi nabati,Pengemulsi Lesitin Kedelai,perias margarine,pewarna anato,tartrasin,Pengatur Keasaman,sekuestran edta,antibioksidan bha,antibioksidan bht,vitamin a,antioksidan,vitamin d,antioksidan a-tocoferol","minyak nabati, air, garam, pengemulsi nabati, pengemulsi lesitin kedelai, perias margarine, pewarna anato (ci ), (ci ), tartrasin (ci ), pengatur keaasaman, sekuestran edta , antibioksidan (bha, bht), vitamin a (mengandung antioksidan) dan vitamin d (mengandung antioksidan a-tocoferol).",minyak nabati, air, garam, pengemulsi nabati, pengemulsi lesitin kedelai, perias margarine, pewarna anato ci , ci , tartrasin ci , pengatur keaasaman, sekuestran edta , antibioksidan bha, bht, vitamin a mengandung antioksidan dan vitamin d mengandung antioksidan atocoferol,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
884,Sedaap Mie Instant Kari Special,Mie sedaap instant - mi kuah rasa kari spesial,Prakarsa alam segar pt.,00090036380805,"0,2857142857",1,"tepung terigu,minyak nabati,pengemulsi pati asetat,garam,pengental nabati,pengatur keasaman,pewarna ci,zat besi,garam,gula penguat rasa,perisa identik alami kari,bubuk bawang merah,perisa artifisial ayam,asam,bubuk lada,perisa identik alami bawang putih,vitamin a,vitamin b,vitamin b,vitamin b,vitamin b,niasin,asam folat,Cabai Bubuk,minyak nabati,bawang merah,bawang putih,rempah rempah,sayur kering","mi : tepung terigu, minyak nabati, pengemulsi pati asetat, garam, pengental nabati, pengatur keasaman, pewarna ci dan zat besi. bumbu : garam, gula penguat rasa, perisa identik alami kari, bubuk bawang merah, perisa artifisial ayam dan asam, bubuk lada, perisa identik alami bawang putih, vitamin a,b,b,b,b, niasin, asam folat. bubuk cabe, minyak : minyak nabati, bawang merah, bawang putih dan rempah rempah. sayur kering.",mi  tepung terigu, minyak nabati, pengemulsi pati asetat, garam, pengental nabati, pengatur keasaman, pewarna ci dan zat besi bumbu  garam, gula penguat rasa, perisa identik alami kari, bubuk bawang merah, perisa artifisial ayam dan asam, bubuk lada, perisa identik alami bawang putih, vitamin a,b,b,b,b, niasin, asam folat bubuk cabe, minyak  minyak nabati, bawang merah, bawang putih dan rempah rempah sayur kering,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
887,Nano Nano Candy Milky Strawberry,Nano nano milky coklat,Pt. konimex,00110019820402,"0,2857142857",1,"gula,susu bubuk,kalsium karbonat,anti kempal magnesium stearat,perisa identik alami stroberi,maltodekstrin,perisa identik alami vanili,pewarna makanan","gula, susu bubuk, kalsium karbonat, anti kempal magnesium stearat, perisa identik alami stroberi, maltodekstrin, perisa identik alami vanila, pewarna makanan",gula, susu bubuk, kalsium karbonat, anti kempal magnesium stearat, perisa identik alami stroberi, maltodekstrin, perisa identik alami vanila, pewarna makanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
891,Diamond Grains Tropical Fruit Granola,Golite granola tropical delicacy,Golite,01101161420316,"0,2857142857",1,"rolled oats,kacang mede,gula,biji perila,minyak beras,pepaya,nanas kering,natrium metabisulfit","rolled oats (%), kacang mede (%), gula, biji perila (%), minyak beras, pepaya dan nanas kering (mengandung pengawet natrium metabisulfit) (%",rolled oats , kacang mede , gula, biji perila , minyak beras, pepaya dan nanas kering mengandung pengawet natrium metabisulfit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
895,Sido Muncul Kuku Bima Ener-G,Kuku bima ener-g mango (ekspor myanmar),"Pt. industri jamu dan farmasi sido muncul, tbk.", 00280094410319,"0,2857142857",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
921,Pringles Potato Crisps Sourcream & Onion,Pringles potato crisps sour cream &amp; onionÂ ,Kellogg asia products sdn bhd,00100097280719,"0,2857142857",1,"Kentang,minyak nabati sawit,antioksidan tbhq,pati gandum,tepung beras,bumbu krim asam,bawang,dekstrosa,garam,whey,bawang,l-monosodium glutamat,mentega,,asam sitrat,kalsium laktat,asam laktat,asam malat,ekstrak ragi,Perisa Alamii,perisa buatan,susu,krim asam,pati jagung,peterseli,rosemery,kedelai,pengemulsi lesitin nabati,maltodekstrin,dekstrosa,asam sitrat","kentang kering, minyak nabati sawit (mengandung antioksidan tbhq), pati gandum, tepung beras, bumbu krim asam dan bawang (dekstrosa, garam, whey, bawang (.%), penguat rasa l-monosodium glutamat, mentega, pengatur keasaman (asam sitrat, kalsium laktat, asam laktat, asam malat), ekstrak ragi, perisa alami dan buatan., susu, krim asam (.%), pati jagung yg dimodifikasi, peterseli, rosemery, kedelai), pengemulsi lesitin nabati, maltodekstrin, dekstrosa, pengatur keasaman asam sitrat.",kentang kering, minyak nabati sawit mengandung antioksidan tbhq, pati gandum, tepung beras, bumbu krim asam dan bawang dekstrosa, garam, whey, bawang , penguat rasa lmonosodium glutamat, mentega, pengatur keasaman asam sitrat, kalsium laktat, asam laktat, asam malat, ekstrak ragi, perisa alami dan buatan, susu, krim asam , pati jagung yg dimodifikasi, peterseli, rosemery, kedelai, pengemulsi lesitin nabati, maltodekstrin, dekstrosa, pengatur keasaman asam sitrat,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
924,Mister Potato Snack To Go Crisps Original,Mister potato oven baked potato crisps original,Pacific food products sdn. bhd.,00100075650216,"0,2857142857",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
938,Gery Crackers Malkist Saluut Coconut,Gery coconut crackers,Pt. garudafood putra putri jaya tbk,00100014221200,"0,2727272727",1,"tepung terigu,gula,lemak nabati,Kelapa Parut,krimer nabati,whey bubuk,minyak nabati,susu skim bubuk,susu bubuk,pati jagung,ekstrak malt,santan kelapa bubuk,Dekstrosa Monohidrat,pati termodifikasi ragi,garam,pengembang,pengemulsi nabati,perisa identik alami kelapa,dinatrium difosfat,kalsium karbonat,perisa artifisial Vanili,premiks vitamin b,vitamin b,vitamin b,vitamin b","tepung terigu, gula, lemak nabati, kelapa parut kering .%, krimer nabati, whey bubuk, minyak nabati, susu skim bubuk .%, susu bubuk .%, pati jagung, ekstrak malt, santan kelapa bubuk .%, dekstrosa monogidrat, pati termodifikasi ragi, garam, pengembang, pengemulsi nabati, perisa identik alami kelapa, penstabil dinatrium difosfat, pengatur keasaman kalsium karbonat, perisa artifisial vanilla, premiks vitamin b,b,b,b.",tepung terigu, gula, lemak nabati, kelapa parut kering , krimer nabati, whey bubuk, minyak nabati, susu skim bubuk , susu bubuk , pati jagung, ekstrak malt, santan kelapa bubuk , dekstrosa monogidrat, pati termodifikasi ragi, garam, pengembang, pengemulsi nabati, perisa identik alami kelapa, penstabil dinatrium difosfat, pengatur keasaman kalsium karbonat, perisa artifisial vanilla, premiks vitamin b,b,b,b,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
939,Khong Guan Biscuit Mini Assorted,Khong guan biskuit marie,Pt. khong guan biscuit factory indonesia ltd,00100039280306,"0,2727272727",1,"tepung terigu,lemak nabati,gula,susu bubuk,Cokelat bubuk,pati jagung,sultana,mentega,keju bubuk,telur,garam,bahan pengembang,natrium bikarbonat,amonium bikarbonat,ragi,perisa,susu,Cokelat,lemon,nanas,tartrazin ci","tepung terigu, lemak nabati, gula, susu bubuk, coklat bubuk, pati jagung, sultana, mentega, keju bubuk, telur, garam, bahan pengembang (natrium bikarbonat dan amonium bikarbonat), ragi, perisa (susu, coklat, lemon, nanas), pewarna makanan: tartrazin ci .",tepung terigu, lemak nabati, gula, susu bubuk, coklat bubuk, pati jagung, sultana, mentega, keju bubuk, telur, garam, bahan pengembang natrium bikarbonat dan amonium bikarbonat, ragi, perisa susu, coklat, lemon, nanas, pewarna makanan tartrazin ci ,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
944,Anchor Boneeto Susu Bubuk Hi-Calcium Yummy Choco,Anchor susu bubuk,Pt. fonterra brands indonesia,00040048380708,"0,2727272727",1,"susu bubuk,gula,bubuk whey,maltodekstrin,Bubuk Cokelat,kalsium karbonat,premiks mineral,premiks vitamin,perisa identik alami susu,perisa identik alami Cokelat,perisa identik malt","susu bubuk, gula, bubuk whey, maltodekstrin, bubuk cokelat, kalsium karbonat, premiks mineral, premiks vitamin, perisa identik alami susu, perisa identik alami cokelat, perisa identik malt.",susu bubuk, gula, bubuk whey, maltodekstrin, bubuk cokelat, kalsium karbonat, premiks mineral, premiks vitamin, perisa identik alami susu, perisa identik alami cokelat, perisa identik malt,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
947,Abc Syrup Squash Delight Leci,Abc squash berperisa leci (abc squash lychee),Pt. heinz abc indonesia, 00120016560801,"0,2727272727",1,"air,gula,perisa sintetik,pengatur keasaman,pemanis buatan,natrium siklamat,asesulfam - k,sukralosa,sekuestran,Natrium Benzoat,garam,vitamin c,konsentrat leci","air, gula, perisa sintetik, pengatur keasaman,pemanis buatan (natrium siklamat, asesulfam - k, sukralosa), sekuestran, pengawet natrium benzoat, garam, vitamin c, konsentrat leci (.%).",air, gula, perisa sintetik, pengatur keasaman,pemanis buatan natrium siklamat, asesulfam  k, sukralosa, sekuestran, pengawet natrium benzoat, garam, vitamin c, konsentrat leci ,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
948,Mizone Break Free Minuman Isotonik Cherry Blossom,Mizone rasa cherry blossom,Pt. tirta investama,00120016900801,"0,2727272727",1,"air,fruktosa,pengatur keasaman,gula,perisa sintetik,ekstrak teh putih,natrium klorida,trinatrium sitrat,kalium karbonat,kalium klorida,pengawet,pemanis buatan,penstabil nabati,sekuestran,premiks vitamin","air, fruktosa, pengatur keasaman, gula, perisa sintetik, ekstrak teh putih, natrium klorida, trinatrium sitrat, kalium karbonat, kalium klorida, pengawet, pemanis buatan, penstabil nabati, sekuestran, premiks vitamin.",air, fruktosa, pengatur keasaman, gula, perisa sintetik, ekstrak teh putih, natrium klorida, trinatrium sitrat, kalium karbonat, kalium klorida, pengawet, pemanis buatan, penstabil nabati, sekuestran, premiks vitamin,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
950,Potabee Potato Chips Wagyu Beef Steak,Potabee wagyu beef,Pt. multirasa nusantara (yoshinoya restaurant),00160068240214,"0,2727272727",1,"kentang,minyak kelapa sawit,bumbu rasa steak daging sapi wagyu,garam,perisa sintetik,Perisa Alamii,ekstrak daging sapi,bubuk keju,krimer nabati,pewarna sintetik makanan","kentang (%), minyak kelapa sawit, bumbu rasa steak daging sapi wagyu, garam, perisa sintetik dan perisa alami, ekstrak daging sapi (.%) bubuk keju, krimer nabati, pewarna sintetik makanan.",kentang , minyak kelapa sawit, bumbu rasa steak daging sapi wagyu, garam, perisa sintetik dan perisa alami, ekstrak daging sapi  bubuk keju, krimer nabati, pewarna sintetik makanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
953,Silky Pudding Puding Bubuk Avocado,Silky pudding pudding bubuk dengan susu rasa alpukat,Pt. forisa nusapersada,00260021960902,"0,2727272727",1,"gula,susu skim bubuk,karagenan,krimer nabati,ekstrak alpukat,perisa sintetik alpukat,pewarna makanan,tartrazin ci,Biru Berlian Ci","gula, susu skim bubuk, karagenan, krimer nabati, ekstrak alpukat (.%), perisa sintetik alpukat, pewarna makanan (tartrazin ci , biru berlian fcf ci )",gula, susu skim bubuk, karagenan, krimer nabati, ekstrak alpukat , perisa sintetik alpukat, pewarna makanan tartrazin ci , biru berlian fcf ci ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
