code;name;produkmui;nilai;label;ingredients;ing0;ing1;ing2;ing3;ing4;ing5;ing6;ing7;ing8;ing9;ing10;ing11;ing12;ing13;ing14;ing15;ing16;ing17;ing18;ing19;ing20;ing21;ing22;ing23;ing24;ing25;ing26;ing27;ing28;ing29;ing30;ing31;ing32;cert_bodies;expired;homepage;location
710;Nescafe Ice Coffee Latte;Ice coffee latte;3,33333E+15;0;air,gula,susu bubuk skim,kopi bubuk instant,lemak susu,pengatur keasaman,perisa susu,Vanili,pengemulsi lesitin kedelai,bubuk kakao,pemantap;air; gula; susu bubuk skim; kopi bubuk instant; lemak susu; pengatur keasaman; perisa susu,vanila; pengemulsi lesitin kedelai; bubuk kakao; pemantap;;;;;;;;;;;;;;;;;;;;;;;;;;;
714;Abc Coffee Drink Milk Coffee;Dates milk bilani drink;3,33333E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
715;Budy Jam Selai Stroberi;Selai coklat budy jam;3,33333E+15;0;gula,buah stroberi,glukosa,air,penstabil pektin,pengatur keasaman,asam sitrat,perisa sintetik stroberi,pengawet natrium benzoat,pengawet kalium sorbat,pewarna sintetik,Ponceau R Ci,biru berlian fcf cu no ;gula; buah stroberi ; glukosa; air; penstabil pektin; pengatur keasaman,asam sitrat; perisa sintetik stroberi; pengawet natrium benzoat; pengawet kalium sorbat; pewarna sintetik ponceau r ci no   biru berlian fcf cu no ;;;;;;;;;;;;;;;;;;;;;;;;;;;
716;Goody Pudding With Nata De Coco 3's Mango;Captain dolphin pudding with nata de coco fruit mango - 130g;3,33333E+15;0;air,nata de coco,gula,sari buah mangga,susu bubuk,ekstrak rumput laut,pengatur keasaman,;air ; nata de coco ; gula ; sari buah mangga ; susu bubuk ; ekstrak rumput laut ; pengatur keasaman,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
717;Sariwangi Teh Celup Sari Murni;"Teh celup ""vanilla""";3,33333E+15;0;teh hitam,Vanili;teh hitam ;vanilla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
718;Sariwangi Teh Celup Sari Murni;"Teh celup ""vanilla""";3,33333E+15;0;teh hitam,perisa sintetik Vanili;teh hitam  perisa sintetik vanilla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720;X'tragin Minuman Lemon Jahe + Madu;Minuman lemon madu;3,33333E+15;0;sari jahe segar,sukrosa,ekstrak lemon,ekstrak madu;sari jahe segar; sukrosa; ekstrak lemon; ekstrak madu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721;Indomaret Teh Daun Jawa Oolong;Teh jawa oolong 63;3,33333E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
723;Jetz Snack Stick Chocofiesta;Kentang stick yosita snack;3,33333E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
724;Jetz Snack Stick Chocofiesta;Kentang stick yosita snack;3,33333E+15;0;gula,tapioka,terigu,minyak kelapa sawit,antioksidan tbhq,lemak susu,bubuk cokelat,sirup glukosa,bubuk susu,tepung ubi jalar,pengembang,garam,pengemulsi nabati,perisa cokelat;gula; tapioka; terigu; minyak kelapa sawit antioksidan tbhq; lemak susu; bubuk coklat; sirup glukosa; bubuk susu; tepung ubi jalar; pengemban; garam; pengemulsi nabati,perisa coklat;;;;;;;;;;;;;;;;;;;;;;;;;
725;Tango Wafer Strawberry Jam;Strawberry jam;3,33333E+15;0;tepung terigu,gula,lemak nabati,susu bubuk,dekstrosa,pengemulsi lesitin kedelai,garam,tepung telur,ekstrak buah strowberi,pengembang natrium bikarbonat,pewarna makanan eritrosin ci ;tepung terigu; gula; lemak nabati; susu bubuk; dekstrosa; pengemulsi lesitin kedelai; garam; tepung telur; ekstrak buah strowberi; pengembang natrium bikarbonat; pewarna makanan eritrosin ci ;;;;;;;;;;;;;;;;;;;;;;;;;;
726;Tropicana Slim Korean Garlic Cookies;Tropicana slim klepon cookies;3,33333E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
727;Nadesha Snack Kue Gambang;Kue kaktus;3,33333E+15;0;terigu,minyak,gula merah,santan kelapa,wijen;terigu; minyak; gula merah; santan kelapa; wijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
728;Nissin Golden Wafer Chocolate;Golden moment chocolate wafer;3,33333E+15;0;tepung terigu,gula,lemak reroti nabati,pati tapioka,bubuk kakao,dekstrosa,maltodekstrin,garam,perisa sintetik,pengembang,pengemulsi;tepung terigu; gula; lemak reroti nabati; pati tapioka; bubuk kakao; dekstrosa; maltodekstrin; garam; perisa sintetik; pengembang; pengemulsi;;;;;;;;;;;;;;;;;;;;;;;;;;
733;Delmonte Fresh Cut Whole Kernel Corn;Whole kernel sweet corn,daily fresh;3,33333E+15;0;jagung,air,gula,garam;jagung; air; gula; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735;Sido Muncul Jahe Susu;Gifta susu jahe;3,33333E+15;0;gula,krimer nabati,pewarna riboflavin,susu bubuk,ekstrak jahe bakar;gula; krimer nabati pewarna riboflavin; susu bubuk; ekstrak jahe bakar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
738;Filippo Berio Olive Oil Extra Virgin;Tropicana slim extra virgin olive oil;3,33333E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740;Kraft Sandwich Oreo Dark,White Chocolate;Oreo dark and white chocolate flavoured cream - chocolate sandwich  cookies with dark and white chocolate flavoured cream;3125;0;tepun terigu,gula,minyak nabati,cokelat bubuk,sirup fruktosa,pengembang,garam,pati jagung,pengemulsi,perisa sintetik cokelat hitam,cokelat putih,Vanili;tepun terigu; gula; minyak nabati; cokelat bubuk; sirup fruktosa; pengembang; garam; pati jagung; pengemulsi; perisa sintetik cokelat hitam; coklat putih; vanila;;;;;;;;;;;;;;;;;;;;;;;;;
744;Jetz Snack Shrimp U,g Pedas;Sumpia u,g pedas / chili insomnia pillow shrimp snack;3,07692E+15;0;pati kentang,serpihan kentang,minyak sawit,bumbu cabai,bubuk cabai,garam;pati kentang; serpihan kentang; minyak sawit; bumbu cabe ; bubuk cabe ; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
746;Voortman Sugar Free Cookies Fudge Brownie Chocolate Chip;Hilo sugar free cookies nutty chocolate;3,07692E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
755;Goody Pudding With Nata De Coco 3's Mixed;Inaco pudding dengan nata de coco,yoghurt;3,07692E+15;0;air,nata de coco,gula,sari buah leci,Stroberi,mangga,susu bubuk,extraxt rumput laut,asam sitrat,perisai sintetik,leci,Stroberi,mangga,pewarna,tartrazin ci  merah allura ci ;air; nata de coco; gula; sari buah leci; strawberry; mangga; susu bubuk; extraxt rumput laut; asam sitrat; perisai sintetik leci; strawberry;mangga; pewarna tartrazin ci  merah allura ci ;;;;;;;;;;;;;;;;;;;;;;;;
757;Kraft Sandwich Oreo Ice Cream Blueberry;Oreo-chocolate sandwich  cookies with blueberry ice cream  flavourer;3,07692E+15;0;gula,tepung terigu,minyak nabati,antioksidan tbhq,bubukserbuk cokelat,sirup fruktosa,pati jagung,dekstrosa,garam,pengembang,amonium,natrium bikarbonat,pengemulsi,lesitin kedelai,perisa blueberry,Vanili,es krim,pengatur keasaman,asam sitrat,pewarna,karmin-ci,biru berlian-ci ;gula; tepung terigu; minyak nabati antioksidan tbhq; bubukserbuk coklat; sirup fruktosa; pati jagung; dekstrosa; garam; pengembang amonium  natrium bikarbonat; pengemulsi lesitin kedelai; perisa blueberry; vanila; es krim; pengatur keasaman,asam sitrat; pewarna karminci ; biru berlianci ;;;;;;;;;;;;;;;;;;;;;
760;Kewpie Saus Siram Wijen Sangrai;Saus siram wijen choice l;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
761;Sedaap Mie Instant Korean Spicy Chicken;Korean spicy chicken;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
762;King's Fisher Sarden Goreng Balado;Asahi sarden goreng sambal balado;3;0;ikan sarden,cabai,air,minyak sayur,bawang merah,pasta tomat,gula,bawang putih,garam,penguat rasa;ikan sarden; cabe; air; minyak sayur; bawang merah; pasta tomat; gula; bawang putih; garam; penguat rasa;;;;;;;;;;;;;;;;;;;;;;;;;;;
764;Wanted Snack Tortilla Chips Cheese;Berkah snack cheese chips,keripik keju berkah snack ;3;0;tepung jagung,minyak bunga matahari bumbu rasa keju,keju bubuk ;tepung jagung; minyak bunga matahari bumbu rasa keju keju bubuk ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
765;Pororo Minuman Berperisa Susu;Minuman serbuk kopi berperisa susu;3;0;air,gula,pengatur keasaman,asam sitrat,perisa artifisial,susu,lemon,citrus;air; gula; pengatur keasaman,asam sitrat; perisa artifisial susu; lemon; citrus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
766;S,W Mandarin Orange In Light Syrup;Mandarin orange syrup;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
767;Kikkoman Saus Pedas Ala Korea;Saori saus pedas ala szechuan;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
768;Pororo Minuman Berperisa Mango;Bubuk minuman instant  berperisa  mango denali;3;0;air,gula,susu skim bubuk,konstrat mangga,pengatur keasaman,perisa sintetik mangga,vitamin d;air; gula; susu skim bubuk; konstrat mangga; pengatur keasaman; perisa sintetik mangga; vit d;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
770;Abc Mi Goreng Selera Pedas Aym Pedas Limau;Nasi goreng pedas;3;0;tepung terigu,minyak nabati,garam,pengatur keasaman,penstabil,pengental,pewarna tartrazin ci,garam,gula,penguat rasa,perisa identik alami ayam,bubuk bawang merah,bubuk bawang putih,bubuk lada,pewarna,bubuk cabai,minyak nabati,bawang merah,kecap manis,gula,air,garam,kedelai,gandum,pengawet,saus cabai,cabai,air,gula,garam,bawang putih,pati,pengatur keasaman,pengawet,penguat rasa;mi tepung terigu; minyak nabati; garam; pengatur keasaman; penstabil; pengental,pewarna tartrazin ci  bumbu garam; gula; penguat rasa; perisa identik alami ayam; bubuk bawang merah; bubuk bawang putih; bubuk lada; pewarna,bubuk cabe minyak minyak nabati,bawang merah kecap manis gula; air; garam; kedelai; gandum,pengawet saus cabe cabe; air; gula; garam; bawang putih; pati; pengatur keaasaman; pengawet; penguat rasa;;;;;;;;;;;;
771;WRP Diet Cookies Flake Chocolate Chips;Chocolate chips cookies;3;0;susu bubuk skim,susu bubuk full krim,gula,protein whey,bubuk cokelat,krimer nabati,serat inulin,premiks vitamin,mineral,pemanis buatan,terigu,margarin,sukrosa,corn flakes,oat fiber,telur,mentega,pati,cokelat bubuk,bahan pengembang,pengemulsi nabati,pengawet kalium sorbat;wrp choloate susu bubuk skim; susu bubuk full krim; gula; protein whey; bubuk coklat; krimer nabati; serat inulin; premiks vitamin  mineral; pemanis buatan  wrp chocolate chips cookies terigu; margarin; sukrosa; corn flakes; oat fiber; telur; mentega; pati; coklat bubuk; bahan pengembang; pengemulsi nabati; pengawet kalium sorbat;;;;;;;;;;;;;;;;;
773;Slim,Fit Cookies Raisin Cinnamon;Slim,amp,fit cookies nichoa chocolate;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775;Nutrijell Konnyaku Jelly Powder Grape;Jelly powder rasa grape;3;0;keragenan,konnyaku bubuk,gula,serat pangan frukto oligasakarida,pengatur keasaman,asam sitrat,kalsium,vitamin d,perisa anggur,pewarna makanan,karmoisin ci,biru berlian ci ;keragenan; konnyaku bubuk; gula; serat pangan frukto oligasakarida; pengatur keasaman,asam sitrat; kalsium; vitamin d; perisa anggur; pewarna makanan karmoisin ci ; biru berlian ci ;;;;;;;;;;;;;;;;;;;;;;;;;;;
779;Taro Snack Net Seaweed;Pellet net taro merk liberty;3;0;tepung terigu,minyak nabati,tapioka,bumbu rasa rumput laut,penguat rasa mononatrium glutamat,dinatrium inosinat,guanilat,rumput laut kering,perisa identik alami rumput laut,hidrolisa protein nabati,pewarna karamel kelas ie a,gula,garam,pengembang;tepung terigu; minyak nabati; tapioka; bumbu rasa rumput laut penguat rasa mononatrium glutamat; dinatrium inosinat,guanilat; rumput laut kering; perisa identik alami rumput laut; hidrolisa protein nabati; pewarna karamel kelas ie a; gula; garam; pengembang;;;;;;;;;;;;;;;;;;;;;;;;;
782;Happytos Snack Tortilla Chips Nacho Cheese;Krip-krip tortilla rasa nacho cheese;3;0;jagung,minyak kelapa sawit,antioksidan tbhq,bumbu rasa keju nacho, penguat rasa dinatrium ' - ribonukleotida,bumbu keju,penguat rasa dinatrium ' - ribonukleotida,gula,bumbu daging sapi,penguat rasa dinatrium ' - ribonukleotida,garam,ekstrak ragi;jagung ; minyak kelapa sawit antioksidan tbhq; bumbu rasa keju nacho  mengadung penguat rasa dinatrium   ribonukleotida; bumbu keju  penguat rasa dinatrium   ribonukleotida; gula; bumbu daging sapi penguat rasa dinatrium   ribonukleotida; garam; ekstrak ragi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
783;Aik Cheong White Coffee Hazelnut;Indocafe white coffee hazelnut;3;0;krimer nabati,gula,kopi,perisa hazelnut;krimer nabati; gula; kopi;,perisa hazelnut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
785;Happy Pop Snack Seaweed;Chocho crispy seaweed snack rice pop;3;0;jagung,bumbu rasa rumput laut,minyak kelapa sawit;jagung; bumbu rasa rumput laut; minyak kelapa sawit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
786;Bon Cabe Snack Makaroni Level 10;Ultra aroma abon cabe level 10;3;0;makaroni,bumbu pedas level,maltodekstrin,garam,penguat rasa,mononatrium glutamat,dinatrium '-inosinat,dinatrium '-guanilat,cabai bubuk,gula kastor,bawang putih bubuk,Bawang Bombay Bubuk,minyak nabati;makaroni ; bumbu pedas level  maltodekstrin; garam; penguat rasa mononatrium glutamat; dinatrium inosinat; dinatrium guanilat; cabai bubuk; gula kastor; bawang putih bubuk; bawang bombai bubuk;minyak nabati;;;;;;;;;;;;;;;;;;;;;;;;;;
788;Oishi Snack Stick Rin-Bee Pizza Keju;Hana snack stick kentang rasa keju;3;0;tepung terigu,tepung tapioka,minyak nabati,bumbu rasa pizza keju,bumbu rasa keju,keju padatan,pewarna alami karamel,ekstra daging sapi,antioksidan tokoferol,gula,garam,penguat rasa,penstabil,kecap ikan,pewarna makanan;tepung terigu; tepung tapioka; minyak nabati; bumbu rasa pizza keju,bumbu rasa keju; keju padatan; pewarna alami karamel; ekstra daging sapi; antioksidan tokoferol; gula; garam; penguat rasa; penstabil; kecap ikan,pewarna makanan;;;;;;;;;;;;;;;;;;;;;;;;
790;Cho-Cho Wafer Snack Chocolate Rice Crispy;Marvel rice crispy chocolate;3;0;gula pasir,tepung terigu,tepung tapioka,susu bubuk,cokelat bubuk,whey bubuk,pati,minyak sawit,lesitin kedelai,garam,perisa,Vanili,susu,hazelnut,pewarna makanan,karamel,krispi;gula pasir; tepung terigu; tepung tapioka; susu bubuk; coklat bubuk; whey bubuk; pati; minyak sawit; lesitin kedelai; garam; perisa vanila; susu; hazelnut; pewarna makanankaramel; krispi;;;;;;;;;;;;;;;;;;;;;;
792;X'tragin Minuman Es Kunyit Asam + Madu;Minuman kunyit asam;3;0;gula,kunyit,asam jawa,madu;gula; kunyit; asam jawa; madu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
793;X'tragin Minuman Jahe + Madu;Exstrak jahe merah + madu renny 100 gr;3;0;sari jahe segar,gula,ekstrak madu;sari jahe segar; gula; ekstrak madu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
794;Indomaret Teh Daun Jawa Oolong Jasmine;Teh jawa oolong 63;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
795;Lo Han Kuo Minuman Infusion;Komix lo han kuo +;3;0;lo han kuo,momordicae grosvenori fructus g,gula,cane sugar g;lo han kuo momordicae grosvenori fructus g; gula cane sugar g;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
796;Lay's Snack Potato Chips Bbq Fiesta;Hana snack potato bambu rasa bbq;3;0;kentang,minyak kelapa sawit,bumbu rasa barbeque,penguat rasa mononatrium glutamat,msg,antioksidan tbhq;kentang; minyak kelapa sawit; bumbu rasa barbeque penguat rasa mononatrium glutamat msg,antioksidan tbhq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
797;Happytos Snack Tortilla Chips Roasted Corn;Choose fun corn chips roasted corn;3;0;jagung,minyak kelapa sawit,bumbu rasa jagung bakar,penguat rasa mononatrium glutamat,pewarna makanan kuning fcf ci,garam;jagung ; minyak kelapa sawit; bumbu rasa jagung bakar penguat rasa mononatrium glutamat,pewarna makanan kuning fcf ci ; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800;Milo Healthy Drink 3 In 1 Actigen-E;Roti 3 in 1;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
802;Indofood Sambal Ala Bangkok Asam Manis;Sambal ala bangkok ahsan;3;0;gula,air cabai,bawang putih,pengatur keasaman,pengental nabati,pemantap nabati,konsentrat buah,pengawet,natrium benzoat,natrium metabisulfit;gula; air cabai; bawang putih; pengatur keasaman; pengental nabati; pemantap nabati; konsentrat buah; pengawet natrium benzoat; natrium metabisulfit;;;;;;;;;;;;;;;;;;;;;;;;;;;;
803;Morinaga Chil School Susu Pertumbuhan Vanila;Chil school platinum vanila;3;0;susu skim,maltodekstrin,sukrosa,minyak nabati,natrium kaseinat,perisa,Vanili,susu,prebiotik laktulosa,dha,lesitin kedelai,laktoferin,mineral,vitamin;susu skim; maltodekstrin; sukrosa; minyak nabati; natrium kaseinat; perisa vanila;susu; prebiotik laktulosa; dha; lesitin kedelai; laktoferin; mineral,vitamin;;;;;;;;;;;;;;;;;;;;;;;;;
804;Happytos Snack Tortilla Chips Jagung Bakar;Ceumilanku basreng rasa jagung bakar;3;0;jagung,minyak kelapa sawit,bumbu rasa jagung bakar,keju bubuk,bumbu rasa sapi panggang,bubuk jagung,garam;jagung; minyak kelapa sawit; bumbu rasa jagung bakar; keju bubuk; bumbu rasa sapi panggang; bubuk jagung; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
808;Oishi Snack Kraker U,g Pedas;U,g masak pedas;3;0;tepung terigu,tepung tapioka,minyak nabati,antioksidan tbhq,tepung jagung,gula,garam,u,g,bubuk cabai,penguat rasa,mononatrium glutamat,paprika,pewarna makanan,tartrazin ci,merah allura ci ;tepung terigu; tepung tapioka; minyak nabati antioksidan tbhq; tepung jagung; gula; garam; u,g; bubuk cabe; penguat rasa mononatrium glutamat; paprika,pewarna makanan tartrazin ci ; merah allura ci ;;;;;;;;;;;;;;;;;;;;;;;;;;
810;Swiss Miss Dark Chocolate Drink;Beng-beng drink dark chocolate;3;0;gula,sirup jagung,kakao,minyak kelapa terhidrogenasi,susu skim,garam,penstabil dikalium fosfat,pengemulsi nabati,perisa alami,perisa sintetik;gula; sirup jagung; kakao; minyak kelapa terhidrogenasi; susu skim; garam; penstabil dikalium fosfat; pengemulsi nabati; perisa alami; perisa sintetik;;;;;;;;;;;;;;;;;;;;;;;;;;;
814;Kapal Api Krim Kafe Non Dairy Creamer;Non dairy creamer;3;0;sirup glukosa,minyak nabati,pengemulsi nabati,penstabil fosfat,antikempal,perisa sintetik krim susu;sirup glukosa; minyak nabati; pengemulsi nabati; penstabil fosfat; antikempal; perisa sintetik krim susu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
815;Aik Cheong White Coffee Original;M'prezzo white coffee original;3;0;krimer nabati,gula,kopi;krimer nabati; gula;,kopi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
820;Khong Guan Wafer Stick Chocolate;Fenisia chocolate wafer stick;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
821;Nabati Bisvit Marie Sandwich Cheese Cream;Biskuat/tiger sandwich cheese cream;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
828;Garuda Snack Potato Daging Sapi Bbq;Daging sapi bbq;3;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
834;Alpenliebe Candy Chocolate Caramel Eclairs;Caramel chocolate;2,85714E+15;0;sirup glukosa,gulam cokelat pasta,susu bubuk lemak nabati,garam,pengental gum arab,pengemulsi lesitin kedelai,perisa artifisial Vanili;sirup glukosa; gulam coklat pasta ; susu bubuk lemak nabati; garam; pengental gum arab; pengemulsi lesitin kedelai; perisa artifisial vanila;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
835;Loacker Wafer Quadratini Cappuccino;Wafer roll cappuccino;2,85714E+15;0;tepung gandum,minyak kelapa,sirup glukosa,bubuk whey,gula,dekstrosa,kopi bubuk,susu skim bubuk,tepung kedelai,ekstrak barley malt,garam,pengemulsi lesitin kedelai,cokelat rendah lemak,pengembang natrium hidrogen karbonat,penstabil dinatrium difosfat,Vanili,kacang hazel,rempah rempah,kayu manis;tepung gandum; minyak kelapa; sirup glukosa;bubuk whey; gula; dekstrosa; kopi bubuk; susu skim bubuk;tepung kedelai; ekstrak barley malt; garam;pengemulsi lesitin kedelai; cokelat rendah lemak;pengembang natrium hidrogen karbonat;penstabil dinatrium difosfat;vanila; kacang hazel;rempah kayu manis;;;;;;;;;;;;;;;;;;;
837;Loacker Wafer Cream kakao;Cheeze wafer cream;2,85714E+15;0;wheat flour,glucose syrup,sugar,hazelnuts  in the cream,sweet whey powder,soy flour,skimmed milk powder,fat reduced cocoa,Dekstrosa,malt extract,Garam,raising agents,sodium hydrogen carbonate,disodium Difosfat,emulsifier soy lecithins,Vanili pods,bourbon pure coconut oil,fine chocolate,specially selected hazelnuts from naples and authentic Vanili pods;wheat flour; glucose syrup; sugar; hazelnuts  in the cream; sweet whey powder; soy flour; skimmed milk powder; fat reduced cocoa; dextrose; malt extract; salt; raising agents sodium hydrogen carbonate; disodium diphosphate; emulsifier soy lecithins; vanilla pods bourbon pure coconut oil; fine chocolate;specially selected hazelnuts from naples and authentic vanilla pods;;;;;;;;;;;;;;;;;;;;
838;Loacker Wafer Quadratini Dark Chocolate;Chokato dark chocolate 100;2,85714E+15;0;tepung terigu,minyak kelapa,sirup glukosa,gula,kakao rendah lemak,dekstrosa,cokelat hitam  dalam isian krim,massa kakao,gula,tepung kedelai,bubuk whey,susu,susu bubuk skim,ekstrak barley malt,agen penambah,natrium hidrogen karbonat,disodium difosfat,hazelnut,garam,lesitin kedelai pengemulsi,polong Vanili bourbon,rempah-rempah;tepung terigu; minyak kelapa; sirup glukosa; gula; kakao rendah lemak; dekstrosa; cokelat hitam  dalam isian krim massa kakao; gula; tepung kedelai; bubuk whey susu; susu bubuk skim; ekstrak barley malt; agen penambah natrium hidrogen karbonat; disodium difosfat; hazelnut; garam; lesitin kedelai pengemulsi; polong vanila bourbon; rempahrempah;;;;;;;;;;;;;;;;;;
839;Loacker Wafer Quadratini Chocolate;Casak wafer chocolate;2,85714E+15;0;tepung terigu,minyak kelapa,sirup glukosa,bubuk whey,gula,kakao massa,dekstrosa,susu skim bubuk,tepung kedelai,cokelat,ekstrak barley malt,garam,pengemulsi lesitin kedelai,cokelat rendah lemak,pengembang natrium hidrogen karbonat,penstabil dinatrium difosfat,Vanili,kacang hazel,rempah rempah,kayu manis;tepung terigu; minyak kelapa; sirup glukosa;bubuk whey; gula; kakao massa; dekstrosa; susu skim bubuk;tepung kedelai; cokelat; ekstrak barley malt; garam;pengemulsi lesitin kedelai; cokelat rendah lemak;pengembang natrium hidrogen karbonat;penstabil dinatrium difosfat;vanila; kacang hazel;rempah kayu manis;;;;;;;;;;;;;;;;;;
841;Indomaret Dehydrated Mix Fruit;Jus mix fruit;2,85714E+15;0;buah mangga,nanas,tomat,gula,garam,pemarna makanan sodium benzoat;buah mangga; nanas; tomat; gula; garam; pemarna makanan sodium benzoat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
