,Produk,produkindo,produkmui,produsen,sertif,nilai
1212,Nissin Mie Goreng Gekikara Ramen Hot Carbo|Gekikara ramen spicy mushroom flavour|Pt. nissin foods indonesia|00090005000297|0.23076923076923078,Nissin Mie Goreng Gekikara Ramen Hot Carbo,Gekikara ramen spicy mushroom flavour,Pt. nissin foods indonesia,00090005000297,0.23076923076923078
969,Sozzis Boboi Boy Sosis Ayam 3'S|So nice sozzis sosis ayam siap makan|Pt. so good food|00010007850398|0.23076923076923078,Sozzis Boboi Boy Sosis Ayam 3'S,So nice sozzis sosis ayam siap makan,Pt. so good food,00010007850398,0.23076923076923078
214,Mister Potato Snack Crisps Barbeque|Mister potato oven baked potato crisps bbq|Pacific food products sdn. bhd.|00100075650216|0.23076923076923078,Mister Potato Snack Crisps Barbeque,Mister potato oven baked potato crisps bbq,Pacific food products sdn. bhd.,00100075650216,0.23076923076923078
501,Khong Guan Crackers Salt & Pepper|Jans bbq crackers|Pt. khong guan biscuit factory indonesia ltd|00100039280306|0.23076923076923078,Khong Guan Crackers Salt & Pepper,Jans bbq crackers,Pt. khong guan biscuit factory indonesia ltd,00100039280306,0.23076923076923078
206,Monde Biscuit Genji Pie|Genji pie cap dyana|Ud mahkota mas|175/spkp/mui-jatim|0.2222222222222222,Monde Biscuit Genji Pie,Genji pie cap dyana,Ud mahkota mas,175/spkp/mui-jatim,0.2222222222222222
752,Oatbits Biskuit Oat Strawbery & Yogurt|Biskuit oat gandum|Pt. inkubisc|00100077860716|0.2222222222222222,Oatbits Biskuit Oat Strawbery & Yogurt,Biskuit oat gandum,Pt. inkubisc,00100077860716,0.2222222222222222
457,Gery Kraker Beras Asin|Snack citos beras merah rasa asin|Nomnom|01101224090219|0.2222222222222222,Gery Kraker Beras Asin,Snack citos beras merah rasa asin,Nomnom,01101224090219,0.2222222222222222
801,Monde Biscuit Bourbon Black Vanila|Biscuit for black thunder|Pt. ceres|00100029330404|0.2222222222222222,Monde Biscuit Bourbon Black Vanila,Biscuit for black thunder,Pt. ceres,00100029330404,0.2222222222222222
154,Abc Kopi Instant Kopi & Gula+Susu|Kopi abc white coffe|Kopita jaya|02160017761220|0.2222222222222222,Abc Kopi Instant Kopi & Gula+Susu,Kopi abc white coffe,Kopita jaya,02160017761220,0.2222222222222222
1204,Cip Corned Beef Mushrooms|Macaroni corned beef|Pt. pancamitra kreasi kulina|00160108031020|0.2222222222222222,Cip Corned Beef Mushrooms,Macaroni corned beef,Pt. pancamitra kreasi kulina,00160108031020,0.2222222222222222
959,Tango Wafer Waffle Cranch Chox|Wafer tango|Pt. decha mandiri sejahtera|01341259990321|0.2222222222222222,Tango Wafer Waffle Cranch Chox,Wafer tango,Pt. decha mandiri sejahtera,01341259990321,0.2222222222222222
1186,Pronas Chunky Corned Beef|Macaroni corned beef|Pt. pancamitra kreasi kulina|00160108031020|0.2222222222222222,Pronas Chunky Corned Beef,Macaroni corned beef,Pt. pancamitra kreasi kulina,00160108031020,0.2222222222222222
1184,Pronas Corned Beef Classic|Macaroni corned beef|Pt. pancamitra kreasi kulina|00160108031020|0.2222222222222222,Pronas Corned Beef Classic,Macaroni corned beef,Pt. pancamitra kreasi kulina,00160108031020,0.2222222222222222
188,Gery Crackers Malkist Saluut Matcha Latte|Alfamidi matcha latte|Pt. santino|17120015111114|0.2222222222222222,Gery Crackers Malkist Saluut Matcha Latte,Alfamidi matcha latte,Pt. santino,17120015111114,0.2222222222222222
942,Taro Snack Italian Pizza|Makaroni spiral rasa pizza zaira|Zairacrunchy snack|01101246920220|0.2222222222222222,Taro Snack Italian Pizza,Makaroni spiral rasa pizza zaira,Zairacrunchy snack,01101246920220,0.2222222222222222
162,Nescafe Gold Original Special Edition|Pie susu special original|Pt. dyriana|15160037220419|0.2222222222222222,Nescafe Gold Original Special Edition,Pie susu special original,Pt. dyriana,15160037220419,0.2222222222222222
1215,Lea & Perrins Worcestershire Sauce|Kikkoman worcestershire sauce|Pt. kikkoman akufood indonesia|00060078940916|0.2222222222222222,Lea & Perrins Worcestershire Sauce,Kikkoman worcestershire sauce,Pt. kikkoman akufood indonesia,00060078940916,0.2222222222222222
177,Arnott's Biscuit Nyam-Nyam Fantasy Stick Choco|Choco stick|Yona  butter cookies|01201225260419|0.2222222222222222,Arnott's Biscuit Nyam-Nyam Fantasy Stick Choco,Choco stick,Yona  butter cookies,01201225260419,0.2222222222222222
809,Mi Gemez Snack Mie Kering Enaak Premium|Mie kering|Usaha mie musbar|05090022581220|0.2222222222222222,Mi Gemez Snack Mie Kering Enaak Premium,Mie kering,Usaha mie musbar,05090022581220,0.2222222222222222
1206,S&B Golden Curry Mix Hot|Fish curry|Pt. golden palm suryatama|27160006740815|0.2222222222222222,S&B Golden Curry Mix Hot,Fish curry,Pt. golden palm suryatama,27160006740815,0.2222222222222222
1182,Pronas Corned Beef Kornetku|Macaroni corned beef|Pt. pancamitra kreasi kulina|00160108031020|0.2222222222222222,Pronas Corned Beef Kornetku,Macaroni corned beef,Pt. pancamitra kreasi kulina,00160108031020,0.2222222222222222
1053,22 Seafood Tuna Steak|Steak tuna merah sauce putih|Ninuk catering|15160062290920|0.2222222222222222,22 Seafood Tuna Steak,Steak tuna merah sauce putih,Ninuk catering,15160062290920,0.2222222222222222
1018,Big Babol Filifolly Gum|Yupi big burger|Pt. yupi indo jelly gum|00110060360212|0.2222222222222222,Big Babol Filifolly Gum,Yupi big burger,Pt. yupi indo jelly gum,00110060360212,0.2222222222222222
1259,Meg Keju Serbaguna|Meg slice serbaguna|Pt. megmilk snow brand indonesia|00040065560613|0.2222222222222222,Meg Keju Serbaguna,Meg slice serbaguna,Pt. megmilk snow brand indonesia,00040065560613,0.2222222222222222
1099,Binggrae Flavored Uht Milk Banana|Nescafe banana uht|Pt. nestle indonesia|00120005360899|0.2222222222222222,Binggrae Flavored Uht Milk Banana,Nescafe banana uht,Pt. nestle indonesia,00120005360899,0.2222222222222222
21,Max Creamer Coffee Mate|Nestle coffee-mate coffee creamer 1|Nestle (thai) ltd|00120042521106|0.2222222222222222,Max Creamer Coffee Mate,Nestle coffee-mate coffee creamer 1,Nestle (thai) ltd,00120042521106,0.2222222222222222
1097,Lotte Minuman Bersoda Milkis Banana|Tfn minuman serbuk rasa banana|Arayaindo|00120106620920|0.2222222222222222,Lotte Minuman Bersoda Milkis Banana,Tfn minuman serbuk rasa banana,Arayaindo,00120106620920,0.2222222222222222
741,Oishi Snack Popcorn Karamel|Ninong snack sriping pisang rasa karamel|Ppkoppwt ninong snack|15100046050320|0.2222222222222222,Oishi Snack Popcorn Karamel,Ninong snack sriping pisang rasa karamel,Ppkoppwt ninong snack,15100046050320,0.2222222222222222
1095,Lotte Minuman Bersoda Milkis Strawberry|Minuman serbuk strawberry|Pt. goodfood indonesia| 00120042890107|0.2222222222222222,Lotte Minuman Bersoda Milkis Strawberry,Minuman serbuk strawberry,Pt. goodfood indonesia, 00120042890107,0.2222222222222222
1093,Lotte Minuman Chilsung Cider Lemon|Minuman lemon lemonchie|Dapoer bunda ochie|03120027410819|0.2222222222222222,Lotte Minuman Chilsung Cider Lemon,Minuman lemon lemonchie,Dapoer bunda ochie,03120027410819,0.2222222222222222
1088,Tokpoki Korean Rice Cake K-Poki Mild|Rice cake (rc-01)|Pt. jinyoung|00100077790616|0.2222222222222222,Tokpoki Korean Rice Cake K-Poki Mild,Rice cake (rc-01),Pt. jinyoung,00100077790616,0.2222222222222222
1101,Nong Shim Instant Noodle Udon|Udon noodle|Pt. sahira penuh berkah|00160096090519|0.2222222222222222,Nong Shim Instant Noodle Udon,Udon noodle,Pt. sahira penuh berkah,00160096090519,0.2222222222222222
1026,Arnott's Nyam-Nyam Pop Stix Chocolate|Pop crispy banana chocolate classic|Banana pop bima|27160020660719|0.2222222222222222,Arnott's Nyam-Nyam Pop Stix Chocolate,Pop crispy banana chocolate classic,Banana pop bima,27160020660719,0.2222222222222222
11,"Indomaret Air Oksi|Indomaret  - air mineral|Pt. sariguna primatirta, tbk.|00120045420907|0.2222222222222222",Indomaret Air Oksi,Indomaret  - air mineral,"Pt. sariguna primatirta, tbk.",00120045420907,0.2222222222222222
1069,Kolln Crunchy Muesli Choco Brittle|Cookies choco crunchy|Sophie souffle bakery|15160042541119|0.2222222222222222,Kolln Crunchy Muesli Choco Brittle,Cookies choco crunchy,Sophie souffle bakery,15160042541119,0.2222222222222222
341,Diabetasol Susu Formula Diabetes Vita Digest Vanila|Roti vanila susu|Esthree|15160029640418|0.2222222222222222,Diabetasol Susu Formula Diabetes Vita Digest Vanila,Roti vanila susu,Esthree,15160029640418,0.2222222222222222
338,Anlene Gold Plus Hi-Calcium|Anlene gold cokelat|Pt. fonterra brands indonesia|00040048380708|0.2222222222222222,Anlene Gold Plus Hi-Calcium,Anlene gold cokelat,Pt. fonterra brands indonesia,00040048380708,0.2222222222222222
329,Ensure Nutrition Powder Fos Vanila|Zee powder vanila|Pt. sanghiang perkasa|00040011611299|0.2222222222222222,Ensure Nutrition Powder Fos Vanila,Zee powder vanila,Pt. sanghiang perkasa,00040011611299,0.2222222222222222
1257,Energen Cereal & Susu Instant Cokelat|Susu cokelat|Rsi sultan agung|15160021100616|0.2222222222222222,Energen Cereal & Susu Instant Cokelat,Susu cokelat,Rsi sultan agung,15160021100616,0.2222222222222222
50,Fruitamin Minuman Coco Bit Lychee|Coco lychee tea|Pt. trans burger|00160074271015|0.2222222222222222,Fruitamin Minuman Coco Bit Lychee,Coco lychee tea,Pt. trans burger,00160074271015,0.2222222222222222
996,Indomaret Dehydrated Fruit Mangga|Walls solero fruit mangga|Cv. aneka bakery|15100025100517|0.2222222222222222,Indomaret Dehydrated Fruit Mangga,Walls solero fruit mangga,Cv. aneka bakery,15100025100517,0.2222222222222222
866,Wanted Snack Tortilla Chips Chili|Tortilla chips|Pt. richeese kuliner indonesia|00160067271213|0.2222222222222222,Wanted Snack Tortilla Chips Chili,Tortilla chips,Pt. richeese kuliner indonesia,00160067271213,0.2222222222222222
994,Indomaret Dehydrated Fruit Nanas|Indomaret selai nanas|Pt. bintang jaya baharriski| 00250041070706|0.2222222222222222,Indomaret Dehydrated Fruit Nanas,Indomaret selai nanas,Pt. bintang jaya baharriski, 00250041070706,0.2222222222222222
792,Mr.Hottest Snack Tortilla Chips Maitos Jagung Barbeque|Mr.hottest maitos makanan ringan ekstrudat jagung rasa jagung barbeque (tortilla chips)|Pt. anugrah cita era food|00100060680212|0.2222222222222222,Mr.Hottest Snack Tortilla Chips Maitos Jagung Barbeque,Mr.hottest maitos makanan ringan ekstrudat jagung rasa jagung barbeque (tortilla chips),Pt. anugrah cita era food,00100060680212,0.2222222222222222
262,Oronamin C Minuman Bervitamin|Oronamin c drink|Pt. amerta indah otsuka|00280084880917|0.2222222222222222,Oronamin C Minuman Bervitamin,Oronamin c drink,Pt. amerta indah otsuka,00280084880917,0.2222222222222222
1110,Binggrae Flavored Uht Milk Melon|Melon milk|Pt. cipta selera murni|00160026010903|0.2222222222222222,Binggrae Flavored Uht Milk Melon,Melon milk,Pt. cipta selera murni,00160026010903,0.2222222222222222
1230,Budy Jam Pindekas|Selai coklat budy jam|Bersama cipta mandiri pt|01251001090405|0.2222222222222222,Budy Jam Pindekas,Selai coklat budy jam,Bersama cipta mandiri pt,01251001090405,0.2222222222222222
335,Olatte Minuman Milky & Fruity Pear|Milky fruity minuman mengandung susu rasa anggur|Pt. milko beverage industry|00040047600408|0.21428571428571427,Olatte Minuman Milky & Fruity Pear,Milky fruity minuman mengandung susu rasa anggur,Pt. milko beverage industry,00040047600408,0.21428571428571427
336,Olatte Minuman Milky & Fruity Peach|Milky fruity minuman mengandung susu rasa anggur|Pt. milko beverage industry|00040047600408|0.21428571428571427,Olatte Minuman Milky & Fruity Peach,Milky fruity minuman mengandung susu rasa anggur,Pt. milko beverage industry,00040047600408,0.21428571428571427
1191,"Ayam Brand Sardines Oval|Ayam belanda  brand canned sardines in tomato sauce|Fujian yonghua food co., ltd|00030099701119|0.21428571428571427",Ayam Brand Sardines Oval,Ayam belanda  brand canned sardines in tomato sauce,"Fujian yonghua food co., ltd",00030099701119,0.21428571428571427
1022,Big Babol Candy Stick Tutti Fruti|Big babol rasa tutti frutti / big babol tutti frutti|Pt. perfetti van melle indonesia|00110011141099|0.21428571428571427,Big Babol Candy Stick Tutti Fruti,Big babol rasa tutti frutti / big babol tutti frutti,Pt. perfetti van melle indonesia,00110011141099,0.21428571428571427
721,Piattos Premium Snack Kentang Barbeque With Black Pepper|Premium 2/ premium black pepper|Pt. multirasa nusantara (yoshinoya restaurant)|00160068240214|0.21428571428571427,Piattos Premium Snack Kentang Barbeque With Black Pepper,Premium 2/ premium black pepper,Pt. multirasa nusantara (yoshinoya restaurant),00160068240214,0.21428571428571427
913,Roma Biscuit Susu + Selai Slai O'lai Blueberry|Roma biscuit sandwich dengan selai nanas|Pt. mayora indah tbk|00100014301200|0.21428571428571427,Roma Biscuit Susu + Selai Slai O'lai Blueberry,Roma biscuit sandwich dengan selai nanas,Pt. mayora indah tbk,00100014301200,0.21428571428571427
914,Roma Biscuit Susu + Selai Slai O'lai Strawberry|Roma biscuit sandwich dengan selai nanas|Pt. mayora indah tbk|00100014301200|0.21428571428571427,Roma Biscuit Susu + Selai Slai O'lai Strawberry,Roma biscuit sandwich dengan selai nanas,Pt. mayora indah tbk,00100014301200,0.21428571428571427
15,"Indomaret Air Minum Dengan Oksigen Sporty|Indomaret - air minum ber ph tinggi|Pt. sariguna primatirta, tbk.|00120045420907|0.21428571428571427",Indomaret Air Minum Dengan Oksigen Sporty,Indomaret - air minum ber ph tinggi,"Pt. sariguna primatirta, tbk.",00120045420907,0.21428571428571427
529,Jetz Snack Hollow Fried Chili|Jetz hollow fried chilli / rasa cabe goreng|Pt indofood fortuna makmur|00100037591205|0.21428571428571427,Jetz Snack Hollow Fried Chili,Jetz hollow fried chilli / rasa cabe goreng,Pt indofood fortuna makmur,00100037591205,0.21428571428571427
915,Roma Biscuit Susu & Selai Slai O'lai Mystery|Roma biscuit sandwich dengan selai nanas|Pt. mayora indah tbk|00100014301200|0.21428571428571427,Roma Biscuit Susu & Selai Slai O'lai Mystery,Roma biscuit sandwich dengan selai nanas,Pt. mayora indah tbk,00100014301200,0.21428571428571427
1276,Pro Chiz Keju Gold|Filling keju defina gold|Cv. cahya nusa pratama|01211064181011|0.2,Pro Chiz Keju Gold,Filling keju defina gold,Cv. cahya nusa pratama,01211064181011,0.2
61,Buavita Guava|Buavita|Pt. eka bogainti|00160048830908|0.2,Buavita Guava,Buavita,Pt. eka bogainti,00160048830908,0.2
70,Jele Minuman Collagen|Minuman coklat|Zrosee|05120021601220|0.2,Jele Minuman Collagen,Minuman coklat,Zrosee,05120021601220,0.2
1275,Pro Chiz Keju|Keju spesial|Esthree|15160029640418|0.2,Pro Chiz Keju,Keju spesial,Esthree,15160029640418,0.2
799,Monde Biscuit Piebis|Ojo piebis|Pt. jadi abadi corak biscuit factory indonesia| 00100039350306|0.2,Monde Biscuit Piebis,Ojo piebis,Pt. jadi abadi corak biscuit factory indonesia, 00100039350306,0.2
9,"Aqua Galon|Pegangan galon|Asia, cv.|07170018941013|0.2",Aqua Galon,Pegangan galon,"Asia, cv.",07170018941013,0.2
140,Indomaret Teng Teng Noga Mente|Teng teng|Paten|09100011711019|0.2,Indomaret Teng Teng Noga Mente,Teng teng,Paten,09100011711019,0.2
1261,Meg Keju Serbaguna 10'S|Meg slice serbaguna|Pt. megmilk snow brand indonesia|00040065560613|0.2,Meg Keju Serbaguna 10'S,Meg slice serbaguna,Pt. megmilk snow brand indonesia,00040065560613,0.2
804,Mister Potato Snack To Go Crisps Roasted Beef|Roasted beef|Cv. kenanga|00340105590720|0.2,Mister Potato Snack To Go Crisps Roasted Beef,Roasted beef,Cv. kenanga,00340105590720,0.2
890,Selma Blanched Almonds Slice|Frozen blanched fried sweet potato slice|Pt. indowooyang|01191080621112|0.2,Selma Blanched Almonds Slice,Frozen blanched fried sweet potato slice,Pt. indowooyang,01191080621112,0.2
1244,Nestum Bubur Cereal Multigrain Cokelat|Nestum susu &amp; cokelat|Pt. nestle indonesia|00190087810318|0.2,Nestum Bubur Cereal Multigrain Cokelat,Nestum susu &amp; cokelat,Pt. nestle indonesia,00190087810318,0.2
47,Fruitamin Minuman Coco Bit Splash Coco|Fruitamin cocobit minuman nata de coco rasa leci|Pt. anugerah indofood barokah makmur|00120038970306|0.2,Fruitamin Minuman Coco Bit Splash Coco,Fruitamin cocobit minuman nata de coco rasa leci,Pt. anugerah indofood barokah makmur,00120038970306,0.2
71,Buavita Apple|Buavita|Pt. eka bogainti|00160048830908|0.2,Buavita Apple,Buavita,Pt. eka bogainti,00160048830908,0.2
970,Indomaret Snack Pang-Pang|Banahot|Ilmuwan snack|02100017721220|0.2,Indomaret Snack Pang-Pang,Banahot,Ilmuwan snack,02100017721220,0.2
445,Greenday For Kids Crispy Broccoli|Greenday kids demam|Pt delta atsiri prima|15140065021120|0.2,Greenday For Kids Crispy Broccoli,Greenday kids demam,Pt delta atsiri prima,15140065021120,0.2
183,Nissin Walens Blueberry Soes Pck|Nissin - soes kering|Pt. nissin biscuits indonesia|00100039300306|0.2,Nissin Walens Blueberry Soes Pck,Nissin - soes kering,Pt. nissin biscuits indonesia,00100039300306,0.2
983,Indomaret Kuaci|Indomaret samosa|Pt. gita|15100000720307|0.2,Indomaret Kuaci,Indomaret samosa,Pt. gita,15100000720307,0.2
874,Weston Biscuit Bagelan Butter Kecil|Honey butter biscuit|Pt. cipta selera murni|00160026010903|0.2,Weston Biscuit Bagelan Butter Kecil,Honey butter biscuit,Pt. cipta selera murni,00160026010903,0.2
353,Lotus Biscoff Biscuit Karamel|Doughnut lotus biscoff|Pt. premier doughnut indonesia (krispy kreme)|00160068660314	|0.2,Lotus Biscoff Biscuit Karamel,Doughnut lotus biscoff,Pt. premier doughnut indonesia (krispy kreme),00160068660314	,0.2
400,"Donald Yogu 10'S|Donald yogu puding rasa anggur|Makmur cipta pangan, pt|17250055780920|0.2",Donald Yogu 10'S,Donald yogu puding rasa anggur,"Makmur cipta pangan, pt",17250055780920,0.2
640,Nutella Jam Spread Hazelnut With Cocoa|Nutella spread|Pt. trans retail indonesia|00160095720519|0.2,Nutella Jam Spread Hazelnut With Cocoa,Nutella spread,Pt. trans retail indonesia,00160095720519,0.2
390,Kraft Sandwich Oreo Strawbery Creme|Suparma sandwich ribbed kraft paper|Pt. suparma tbk|00170090670918|0.2,Kraft Sandwich Oreo Strawbery Creme,Suparma sandwich ribbed kraft paper,Pt. suparma tbk,00170090670918,0.2
1128,Mama Mie Instant Noodles Kimchi|Myojo instant noodles|Pt. nissin foods indonesia|00090005000297|0.2,Mama Mie Instant Noodles Kimchi,Myojo instant noodles,Pt. nissin foods indonesia,00090005000297,0.2
260,Tango Drink Creamio Banana Pudding|Banana drink (series)|Pt. premier boga nusantara|00120097520719|0.2,Tango Drink Creamio Banana Pudding,Banana drink (series),Pt. premier boga nusantara,00120097520719,0.2
359,Loacker Wafer Quadratini Cocoa & Milk|Cremfil milk cocoa|Pt. puratos indonesia|00210025450703|0.2,Loacker Wafer Quadratini Cocoa & Milk,Cremfil milk cocoa,Pt. puratos indonesia,00210025450703,0.2
263,Mizone Move On Minuman Isotonik Starfruit|Minuman isotonik|Kantin mamih (kampus uhamka)|03160034011219|0.2,Mizone Move On Minuman Isotonik Starfruit,Minuman isotonik,Kantin mamih (kampus uhamka),03160034011219,0.2
266,Mizone Mood Up Minuman Isotonik Cranberry|Minuman isotonik|Kantin mamih (kampus uhamka)|03160034011219|0.2,Mizone Mood Up Minuman Isotonik Cranberry,Minuman isotonik,Kantin mamih (kampus uhamka),03160034011219,0.2
717,Picnic Dodol Garut|Dodol tanpa santan|Paten|09100011711019|0.2,Picnic Dodol Garut,Dodol tanpa santan,Paten,09100011711019,0.2
1005,Inaco Jelly Mini (15'S)|Fitkom mini c|Pt. yupi indo jelly gum|00110060360212|0.2,Inaco Jelly Mini (15'S),Fitkom mini c,Pt. yupi indo jelly gum,00110060360212,0.2
